index,code,unit,statisticalUnit,description
2358,QS610EW0012,Count,Person,L4 Lower professional and higher technical occupations
2359,QS610EW0013,Count,Person,L4.1 Traditional employees
2360,QS610EW0014,Count,Person,L4.2 New employees
2361,QS610EW0015,Count,Person,L4.3 Traditional self-employed
2362,QS610EW0016,Count,Person,L4.4 New self-employed
2363,QS610EW0017,Count,Person,L5 Lower managerial and administrative occupations
2364,QS610EW0018,Count,Person,L6 Higher supervisory occupations
2365,QS610EW0019,Count,Person,3. Intermediate occupations
2366,QS610EW0020,Count,Person,L7.1 Intermediate clerical and administrative occupations
2367,QS610EW0021,Count,Person,L7.2 Intermediate sales and service occupations
2368,QS610EW0022,Count,Person,L7.3 Intermediate technical and auxiliary occupations
2369,QS610EW0023,Count,Person,L7.4 Intermediate engineering occupations
2370,QS610EW0024,Count,Person,4. Small employers and own account workers
2371,QS610EW0025,Count,Person,L8 Employers in small establishments
2372,QS610EW0026,Count,Person,"L8.1 Employers in small establishments in industry, commerce, services etc."
2373,QS610EW0027,Count,Person,L8.2 Employers in small establishments in agriculture
2374,QS610EW0028,Count,Person,L9 Own account workers
2375,QS610EW0029,Count,Person,L9.1 Own account workers (non-professional)
2376,CT00100009,Count,Person,Other mixed
2377,QS610EW0030,Count,Person,L9.2 Own account workers (agriculture)
2378,QS610EW0031,Count,Person,5. Lower supervisory and technical occupations
2379,QS610EW0032,Count,Person,L10 Lower supervisory occupations
2380,QS610EW0033,Count,Person,L11 Lower technical occupations
2381,QS610EW0034,Count,Person,L11.1 Lower technical craft occupations
2382,QS610EW0035,Count,Person,L11.2 Lower technical process operative occupations
2383,QS610EW0036,Count,Person,6. Semi-routine occupations
2384,QS610EW0037,Count,Person,L12.1 Semi-routine sales occupations
2385,QS610EW0038,Count,Person,L12.2 Semi-routine service occupations
2386,QS610EW0039,Count,Person,L12.3 Semi-routine technical occupations
2387,QS610EW0040,Count,Person,L12.4 Semi-routine operative occupations
2388,QS610EW0041,Count,Person,L12.5 Semi-routine agricultural occupations
2389,QS610EW0042,Count,Person,L12.6 Semi-routine clerical occupations
2390,QS610EW0043,Count,Person,L12.7 Semi-routine childcare occupations
2391,QS610EW0044,Count,Person,7. Routine occupations
2392,QS610EW0045,Count,Person,L13.1 Routine sales and service occupations
2393,QS610EW0046,Count,Person,L13.2 Routine production occupations
2394,QS610EW0047,Count,Person,L13.3 Routine technical occupations
2395,QS610EW0048,Count,Person,L13.4 Routine operative occupations
2396,QS610EW0049,Count,Person,L13.5 Routine agricultural occupations
2397,QS610EW0050,Count,Person,8. Never worked and long-term unemployed
2398,QS610EW0051,Count,Person,L14.1 Never worked
2399,QS610EW0052,Count,Person,L14.2 Long-term unemployed
2400,QS610EW0053,Count,Person,Not classified
2401,QS610EW0054,Count,Person,L15 Full-time students
2402,QS610EW0055,Count,Person,L17 Not classifiable for other reasons
2403,QS612EW0001,Count,Person,All categories: Year last worked 
2404,QS612EW0002,Count,Person,In employment
2405,QS612EW0003,Count,Person,Not in employment: Total
2406,QS612EW0004,Count,Person,Last worked in 2011
2407,QS612EW0005,Count,Person,Last worked in 2010
2408,QS612EW0006,Count,Person,Last worked in 2009 
2409,QS612EW0007,Count,Person,Last worked in 2008
2410,QS612EW0008,Count,Person,Last worked in 2007
2411,QS612EW0009,Count,Person,Last worked in 2006
2412,QS612EW0010,Count,Person,Last worked in 2001 - 2005
2413,QS612EW0011,Count,Person,Last worked before 2001
2414,QS612EW0012,Count,Person,Never worked
2415,QS701EW0001,Count,Person,All categories: Method of travel to work
2416,QS701EW0002,Count,Person,Work mainly at or from home
2417,QS701EW0003,Count,Person,"Underground, metro, light rail, tram"
2418,QS701EW0004,Count,Person,Train
2419,QS701EW0005,Count,Person,"Bus, minibus or coach"
2420,QS701EW0006,Count,Person,Taxi
2421,QS701EW0007,Count,Person,"Motorcycle, scooter or moped"
2422,QS701EW0008,Count,Person,Driving a car or van
2423,QS701EW0009,Count,Person,Passenger in a car or van
2424,QS701EW0010,Count,Person,Bicycle
2425,QS701EW0011,Count,Person,On foot
2426,QS701EW0012,Count,Person,Other method of travel to work
2427,QS701EW0013,Count,Person,Not in employment
2428,QS801EW0001,Count,Person,All categories: Year of arrival in the UK
2429,QS801EW0002,Count,Person,Born in the UK
2430,QS801EW0003,Count,Person,Arrived before 1941
2431,QS801EW0004,Count,Person,Arrived 1941-1950
2432,QS801EW0005,Count,Person,Arrived 1951-1960
2433,QS801EW0006,Count,Person,Arrived 1961-1970
2434,QS801EW0007,Count,Person,Arrived 1971-1980
2435,QS801EW0008,Count,Person,Arrived 1981-1990
2436,QS801EW0009,Count,Person,Arrived 1991-2000
2437,QS801EW0010,Count,Person,Arrived 2001-2003
2438,QS801EW0011,Count,Person,Arrived 2004-2006
2439,QS801EW0012,Count,Person,Arrived 2007-2009
2440,QS801EW0013,Count,Person,Arrived 2010-2011
2441,QS802EW0001,Count,Person,All categories: Age of arrival in the UK
2442,QS802EW0002,Count,Person,Born in the UK
2443,QS802EW0003,Count,Person,Age of arrival in the UK: 0 to 4
2444,QS802EW0004,Count,Person,Age of arrival in the UK: 5 to 7
2445,QS802EW0005,Count,Person,Age of arrival in the UK: 8 to 9
2446,QS802EW0006,Count,Person,Age of arrival in the UK: 10 to 14
2447,QS802EW0007,Count,Person,Age of arrival in the UK: 15
2448,QS802EW0008,Count,Person,Age of arrival in the UK: 16 to 17
2449,QS802EW0009,Count,Person,Age of arrival in the UK: 18 to 19
2450,QS802EW0010,Count,Person,Age of arrival in the UK: 20 to 24
2451,QS802EW0011,Count,Person,Age of arrival in the UK: 25 to 29
2452,QS802EW0012,Count,Person,Age of arrival in the UK: 30 to 44
2453,QS802EW0013,Count,Person,Age of arrival in the UK: 45 to 59
2454,QS802EW0014,Count,Person,Age of arrival in the UK: 60 to 64
2455,QS802EW0015,Count,Person,Age of arrival in the UK: 65 to 74
2456,QS802EW0016,Count,Person,Age of arrival in the UK: 75 to 84
2457,QS802EW0017,Count,Person,Age of arrival in the UK: 85 to 89
2458,QS802EW0018,Count,Person,Age of arrival in the UK: 90 and over
2459,QS803EW0001,Count,Person,All categories: Length of residence in the UK
2460,QS803EW0002,Count,Person,Born in the UK
2461,QS803EW0003,Count,Person,Resident in UK: Less than 2 years
2462,QS803EW0004,Count,Person,Resident in UK: 2 years or more but less than 5 years
2463,QS803EW0005,Count,Person,Resident in UK: 5 years or more but less than 10 years
2464,QS803EW0006,Count,Person,Resident in UK: 10 years or more
2465,CT00100001,Count,Person,All categories: Ethnic group
2466,CT00100002,Count,Person,English/Welsh/Scottish/Northern Irish/British
2467,CT00100003,Count,Person,Irish
2468,CT00100004,Count,Person,Gypsy or Irish Traveller
2469,CT00100005,Count,Person,Other White
2470,CT00100006,Count,Person,White and Black Caribbean
2471,CT00100007,Count,Person,White and Black African
2472,CT00100008,Count,Person,White and Asian
2473,CT00100010,Count,Person,Indian or British Indian
2474,CT00100011,Count,Person,Pakistani or British Pakistani
2475,CT00100012,Count,Person,"Bangladeshi, British Bangladeshi"
2476,CT00100013,Count,Person,Chinese
2477,CT00100014,Count,Person,Other Asian
2478,CT00100015,Count,Person,African
2479,CT00100016,Count,Person,Caribbean
2480,CT00100017,Count,Person,Other Black
2481,CT00100018,Count,Person,Arab
2482,CT00100019,Count,Person,Any other ethnic group
2483,CT00100020,Count,Person,Afghan
2484,CT00100021,Count,Person,African/Arab
2485,CT00100022,Count,Person,Albanian
2486,CT00100023,Count,Person,Anglo Indian
2487,CT00100024,Count,Person,Argentinian
2488,CT00100025,Count,Person,Australian/New Zealander
2489,CT00100026,Count,Person,Baltic States
2490,CT00100027,Count,Person,Black and Asian
2491,CT00100028,Count,Person,Black and Chinese
2492,CT00100029,Count,Person,Black and White
2493,CT00100030,Count,Person,Black British
2494,CT00100031,Count,Person,Black European
2495,CT00100032,Count,Person,Black/African American
2496,CT00100033,Count,Person,Bosnian
2497,CT00100034,Count,Person,Brazilian
2498,CT00100035,Count,Person,British Asian
2499,CT00100036,Count,Person,Burmese
2500,CT00100037,Count,Person,Cambodia
2501,CT00100038,Count,Person,Caribbean Asian
2502,CT00100039,Count,Person,Chilean
2503,CT00100040,Count,Person,Chinese and White
2504,CT00100041,Count,Person,Colombian
2505,CT00100042,Count,Person,Commonwealth of (Russian) Independent States
2506,CT00100043,Count,Person,Croatian
2507,CT00100044,Count,Person,Cuban
2508,CT00100045,Count,Person,Cypriot
2509,CT00100046,Count,Person,East African Asian
2510,CT00100047,Count,Person,Ecuadorian
2511,CT00100048,Count,Person,European Mixed
2512,CT00100049,Count,Person,Filipino
2513,CT00100050,Count,Person,Greek
2514,CT00100051,Count,Person,Greek Cypriot
2515,CT00100052,Count,Person,Indonesian
2516,CT00100053,Count,Person,Iranian
2517,CT00100054,Count,Person,Israeli
2518,CT00100055,Count,Person,Italian
2519,CT00100056,Count,Person,Japanese
2520,CT00100057,Count,Person,Kashmiri
2521,CT00100058,Count,Person,Korean
2522,CT00100059,Count,Person,Kosovan
2523,CT00100060,Count,Person,Kurdish
2524,CT00100061,Count,Person,Latin/South/Central American
2525,CT00100062,Count,Person,Malaysian
2526,CT00100063,Count,Person,Mexican
2527,CT00100064,Count,Person,Moroccan
2528,CT00100065,Count,Person,Multi-ethnic islands
2529,CT00100066,Count,Person,Nepalese (includes Gurkha)
2530,CT00100067,Count,Person,Nigerian
2531,CT00100068,Count,Person,North African
2532,CT00100069,Count,Person,North American
2533,CT00100070,Count,Person,Other Eastern European
2534,CT00100071,Count,Person,Other Middle East
2535,CT00100072,Count,Person,Other Western European
2536,CT00100073,Count,Person,Peruvian
2537,CT00100074,Count,Person,Polish
2538,CT00100075,Count,Person,Polynesia/Micronesia/Melanesia
2539,CT00100076,Count,Person,Punjabi
2540,CT00100077,Count,Person,Serbian
2541,CT00100078,Count,Person,Sinhalese
2542,CT00100079,Count,Person,Somali
2543,CT00100080,Count,Person,Somalilander
2544,CT00100081,Count,Person,South Asian and Chinese
2545,CT00100082,Count,Person,Sri Lankan
2546,CT00100083,Count,Person,Taiwanese
2547,CT00100084,Count,Person,Tamil
2548,CT00100085,Count,Person,Thai
2549,CT00100086,Count,Person,Turkish
2550,CT00100087,Count,Person,Turkish Cypriot
